city_name,zip_code,hospital_name,address,phone,photo_file,latitude,longitude
Salinas,93906,Natividad Medical Center,"1441 Constitution Boulevard, Salinas, CA 93906",(831) 755-4111,Natividad_Medical_Center.jpg,36.697376,-121.633161
Salinas,93901,Salinas Valley Memorial Healthcare System,"450 East Romie Lane, Salinas, CA 93901",(831) 757-4333,Salinas_Valley_Memorial_Healthcare_System.jpg,36.659135,-121.645942
San Andreas,95249,Mark Twain Medical Center,"768 Mountain Ranch Road, San Andreas, CA 95249",(209) 754-3521,Mark_Twain_Medical_Center.jpg,38.190395,-120.669859
San Bernardino,92411,Community Hospital of San Bernardino,"1805 Medical Center Drive, San Bernardino, CA 92411",(909) 887-6333,Community_Hospital_of_San_Bernardino.jpg,34.131409,-117.321777
San Bernardino,92404,St. Bernardine Medical Center,"2101 North Waterman Avenue, San Bernardino, CA 92404",(909) 883-8711,St._Bernardine_Medical_Center.jpg,34.135129,-117.276264
San Clemente,92673,Saddleback Memorial Medical Center San Clemente,"654 Camino de los Mares, San Clemente, CA 92673",(949) 496-1122,Saddleback_Memorial_Medical_Center_San_Clemente.jpg,33.457063,-117.650088
San Diego,92120,Alvarado Hospital,"6655 Alvarado Road, San Diego, CA 92120",(619) 287-3270,Alvarado_Hospital.jpg,32.776508,-117.057297
San Diego,92120,Kaiser Permanente San Diego Medical Center,"4647 Zion Avenue, San Diego, CA 92120",(619) 528-5000,Kaiser_Permanente_San_Diego_Medical_Center.jpg,32.791427,-117.09514
San Diego,92123,Rady Children's Hospital - San Diego,"3020 Childrens Way, San Diego, CA 92123",(858) 576-1700,Rady_Children_Hospital_-_San_Diego.jpg,32.798072,-117.151324
San Diego,92103,Scripps Mercy Hospital,"4077 5th Avenue, San Diego, CA 92103",(619) 294-8111,Scripps_Mercy_Hospital.jpg,32.751545,-117.1605
San Diego,92123,Sharp Mary Birch Hospital for Women & Newborns,"3003 Health Center Drive, San Diego, CA 92123",(858) 939-3400,Sharp_Mary_Birch_Hospital_for_Women_and_Newborns.jpg,32.798373,-117.15506
San Diego,92123,Sharp Memorial Hospital,"7901 Frost Street, San Diego, CA 92123",(858) 939-3400,Sharp_Memorial_Hospital.jpg,32.799488,-117.154055
San Diego,92103,UCSD Medical Center - Hillcrest,"200 West Arbor Drive, San Diego, CA 92103",(619) 543-6222,UCSD_Medical_Center_-_Hillcrest.jpg,32.754384,-117.165834
San Dimas,91773,San Dimas Community Hospital,"1350 West Covina Boulevard, San Dimas, CA 91773",(909) 599-6811,San_Dimas_Community_Hospital.jpg,34.097758,-117.834631
San Francisco,94118,California Pacific Medical Center - California,"3700 California Street, San Francisco, CA 94118",(415) 600-6000,California_Pacific_Medical_Center_-_California.jpg,37.786448,-122.456283
San Francisco,94114,California Pacific Medical Center - Davies,"45 Castro Street, San Francisco, CA 94114",(415) 600-6000,California_Pacific_Medical_Center_-_Davies.jpg,37.768414,-122.435078
San Francisco,94115,California Pacific Medical Center - Pacific,"2333 Buchanan Street, San Francisco, CA 94115",(415) 600-6000,California_Pacific_Medical_Center_-_Pacific.jpg,37.790844,-122.431272
San Francisco,94110,California Pacific Medical Center - Saint Luke's,"3555 Cesar Chavez Street, San Francisco, CA 94110",(415) 641-6527,California_Pacific_Medical_Center_-_Saint_Luke.jpg,37.74766,-122.420701
San Francisco,94133,Chinese Hospital,"845 Jackson Street, San Francisco, CA 94133",(415) 982-2400,Chinese_Hospital.jpg,37.795524,-122.409187
San Francisco,94115,Kaiser Permanente San Francisco Medical Center,"2425 Geary Boulevard, San Francisco, CA 94115",(415) 833-2000,Kaiser_Permanente_San_Francisco_Medical_Center.jpg,37.782478,-122.442898
San Francisco,94109,Saint Francis Memorial Hospital,"900 Hyde Street, San Francisco, CA 94109",(415) 353-6000,Saint_Francis_Memorial_Hospital.jpg,37.789545,-122.416741
San Francisco,94110,San Francisco General Hospital,"1001 Potrero Avenue, San Francisco, CA 94110",(415) 206-8000,San_Francisco_General_Hospital.jpg,37.756305,-122.404544
San Francisco,94117,St. Mary's Medical Center - San Francisco,"450 Stanyan Street, San Francisco, CA 94117",(415) 668-1000,St._Mary_Medical_Center_-_San_Francisco.jpg,37.774158,-122.453587
San Francisco,94158,UCSF Benioff Children's Hospital,"1975 4th St., San Francisco, CA 94158",(415) 476-9000,UCSF_Benioff_Children_Hospital.jpg,37.766905,-122.390831
San Francisco,94115,UCSF Medical Center at Mount Zion,"1600 Divisadero Street, San Francisco, CA 94115",(415) 567-6600,UCSF_Medical_Center_at_Mount_Zion.jpg,37.784806,-122.439547
San Francisco,94143,UCSF Medical Center at Parnassus,"505 Parnassus Avenue, San Francisco, CA 94143",(415) 476-1000,UCSF_Medical_Center_at_Parnassus.jpg,37.763049,-122.457756
San Gabriel,91776,San Gabriel Valley Medical Center,"438 West Las Tunas Drive, San Gabriel, CA 91776",(626) 289-5454,San_Gabriel_Valley_Medical_Center.jpg,34.100806,-118.105878
San Jose,95124,Good Samaritan Hospital - San Jose,"2425 Samaritan Drive, San Jose, CA 95124",(408) 559-2011,Good_Samaritan_Hospital_-_San_Jose.jpg,37.251659,-121.946544
San Jose,95119,Kaiser Permanente San Jose Medical Center,"250 Hospital Parkway, San Jose, CA 95119",(408) 972-7000,Kaiser_Permanente_San_Jose_Medical_Center.jpg,37.23961,-121.800278
San Jose,95128,O'Connor Hospital,"2105 Forest Avenue, San Jose, CA 95128",(408) 947-2500,O_Connor_Hospital.jpg,37.327763,-121.938494
San Jose,95116,Regional Medical Center - San Jose,"225 North Jackson Avenue, San Jose, CA 95116",(408) 259-5000,Regional_Medical_Center_-_San_Jose.jpg,37.362569,-121.849398
San Jose,95128,Santa Clara Valley Medical Center,"751 South Bascom Avenue, San Jose, CA 95128",(408) 885-5000,Santa_Clara_Valley_Medical_Center.jpg,37.313258,-121.932814
San Leandro,94578,San Leandro Hospital,"13855 East 14th Street, San Leandro, CA 94578",(510) 357-6500,San_Leandro_Hospital.jpg,37.712236,-122.143352
San Luis Obispo,93401,French Hospital Medical Center,"1911 Johnson Avenue, San Luis Obispo, CA 93401",(805) 543-5353,French_Hospital_Medical_Center.jpg,35.278171,-120.651156
San Luis Obispo,93405,Sierra Vista Regional Medical Center,"1010 Murray Ave, San Luis Obispo, CA 93405",(805) 546-7600,Sierra_Vista_Regional_Medical_Center.jpg,35.291961,-120.666321
San Mateo,94401,Mills Health Center,"100 South San Mateo Drive, San Mateo, CA 94401",(650) 696-4926,Mills_Health_Center.jpg,37.565005,-122.326083
San Mateo,94403,San Mateo Medical Center,"222 West 39th Avenue, San Mateo, CA 94403",(650) 573-2222,San_Mateo_Medical_Center.jpg,37.531268,-122.299298
San Pablo,94806,Doctors Medical Center - San Pablo,"2000 Vale Road, San Pablo, CA 94806",(510) 970-5000,Doctors_Medical_Center_-_San_Pablo.jpg,37.953237,-122.336325
San Pedro,90732,Providence Little Company of Mary Medical Center San Pedro,"1300 West 7th Street, San Pedro, CA 90732",(310) 832-3311,Providence_Little_Company_of_Mary_Medical_Center_San_Pedro.jpg,33.738196,-118.304913
San Rafael,94903,Kaiser Permanente San Rafael Medical Center,"99 Montecillo Road, San Rafael, CA 94903",(415) 444-2000,Kaiser_Permanente_San_Rafael_Medical_Center.jpg,38.003965,-122.555288
San Ramon,94583,San Ramon Regional Medical Center,"6001 Norris Canyon Road, San Ramon, CA 94583",(925) 275-9200,San_Ramon_Regional_Medical_Center.jpg,37.775768,-121.958237
Santa Ana,92704,Coastal Communities Hospital,"2701 South Bristol Street, Santa Ana, CA 92704",(714) 754-5454,Coastal_Communities_Hospital.jpg,33.711143,-117.884627
Santa Ana,92705,Western Medical Center Santa Ana,"1001 North Tustin Avenue, Santa Ana, CA 92705",(714) 953-3500,Western_Medical_Center_Santa_Ana.jpg,33.754074,-117.833053
Santa Barbara,93111,Goleta Valley Cottage Hospital,"351 South Patterson Avenue, Santa Barbara, CA 93111",(805) 967.3411,Goleta_Valley_Cottage_Hospital.jpg,34.433434,-119.810389
Santa Barbara,93105,Santa Barbara Cottage Hospital,"400 West Pueblo Street, Santa Barbara, CA 93105",(805) 682-7111,Santa_Barbara_Cottage_Hospital.jpg,34.429907,-119.72336
Santa Clara,95051,Kaiser Permanente Santa Clara Medical Center,"700 Lawrence Expressway, Santa Clara, CA 95051",(408) 851-1000,Kaiser_Permanente_Santa_Clara_Medical_Center.jpg,37.335895,-121.998268
Santa Cruz,95065,Dominican Hospital,"1555 Soquel Drive, Santa Cruz, CA 95065",(831) 462-7700,Dominican_Hospital.jpg,36.990166,-121.983667
Santa Cruz,95065,Sutter Maternity and Surgery Center of Santa Cruz,"2900 Chanticleer Avenue, Santa Cruz, CA 95065",(831) 477-2200,Sutter_Maternity_and_Surgery_Center_of_Santa_Cruz.jpg,36.987693,-121.977463
Santa Maria,93454,Marian Regional Medical Center,"1400 East Church Street, Santa Maria, CA 93454",(805) 739-3000,Marian_Regional_Medical_Center.jpg,34.950983,-120.413316
Santa Monica,90404,Providence Saint John's Health Center,"2121 Santa Monica Boulevard, Santa Monica, CA 90404",(310) 829-5511,Providence_Saint_John_Health_Center.jpg,34.030507,-118.479329
Santa Monica,90404,"UCLA Medical Center, Santa Monica","1250 16th Street, Santa Monica, CA 90404",(424) 259-6000,UCLA_Medical_Center_Santa_Monica.jpg,34.026789,-118.486608
Santa Rosa,95403,Kaiser Permanente Santa Rosa Medical Center,"401 Bicentennial Way, Santa Rosa, CA 95403",(707) 393-4000,Kaiser_Permanente_Santa_Rosa_Medical_Center.jpg,38.472777,-122.726741
Santa Rosa,95405,Santa Rosa Memorial Hospital,"1165 Montgomery Drive, Santa Rosa, CA 95405",(707) 546-3210,Santa_Rosa_Memorial_Hospital.jpg,38.443616,-122.701399
Santa Rosa,94503,Sutter Santa Rosa Regional Hospital,"30 Mark West Springs Road, Santa Rosa, CA 94503",(707) 576-4000,Sutter_Santa_Rosa_Regional_Hospital.jpg,38.496263,-122.752738
Selma,93662,Adventist Medical Center - Selma,"1141 Rose Avenue, Selma, CA 93662",(559) 891-1000,Adventist_Medical_Center_-_Selma.jpg,36.5677,-119.599158
Sherman Oaks,91403,Sherman Oaks Hospital,"4929 Van Nuys Boulevard, Sherman Oaks, CA 91403",(818) 981-7111,Sherman_Oaks_Hospital.jpg,34.16028,-118.449476
Solvang,93463,Santa Ynez Valley Cottage Hospital,"2050 Viborg Road, Solvang, CA 93463",(805) 688.6431,Santa_Ynez_Valley_Cottage_Hospital.jpg,34.60213,-120.126006
Sonoma,95476,Sonoma Valley Hospital,"347 Andrieux Street, Sonoma, CA 95476",(707) 935-5000,Sonoma_Valley_Hospital.jpg,38.288227,-122.46543
Sonora,95370,Sonora Regional Medical Center,"1000 Greenley Road, Sonora, CA 95370",(209) 536-5000,Sonora_Regional_Medical_Center.jpg,37.977232,-120.371292
South El Monte,91733,Greater El Monte Community Hospital,"1701 Santa Anita Avenue, South El Monte, CA 91733",(626) 579-7777,Greater_El_Monte_Community_Hospital.jpg,34.048028,-118.043419
South Lake Tahoe,96150,Barton Memorial Hospital,"2170 South Avenue, South Lake Tahoe, CA 96150",(530) 541-3420,Barton_Memorial_Hospital.jpg,38.911609,-119.9976
South San Francisco,94080,Kaiser Permanente South San Francisco Medical Center,"1200 El Camino Real, South San Francisco, CA 94080",(650) 742-2000,Kaiser_Permanente_South_San_Francisco_Medical_Center.jpg,37.659147,-122.43933
Stanford,94305,Stanford Health Care,"300 Pasteur Drive, Stanford, CA 94305",(800) 549-3720,Stanford_Hospital_and_Clinics.jpg,37.43323,-122.175617
Stockton,95203,Dameron Hospital,"525 West Acacia Street, Stockton, CA 95203",(209) 944-5550,Dameron_Hospital.jpg,37.961718,-121.301154
Stockton,95204,St. Joseph's Medical Center of Stockton,"1800 North California Street, Stockton, CA 95204",(209) 943-2000,St._Joseph_Medical_Center_of_Stockton.jpg,37.970658,-121.288784
Sun City,92585,Menifee Valley Medical Center,"28400 Mccall Boulevard, Sun City, CA 92585",(951) 679-8888,Menifee_Valley_Medical_Center.jpg,33.719393,-117.164627
Sun Valley,91352,Pacifica Hospital of the Valley,"9449 San Fernando Road, Sun Valley, CA 91352",(818) 767-3310,Pacifica_Hospital_of_the_Valley.jpg,34.240185,-118.396317
Susanville,96130,Banner Lassen Medical Center,"1800 Spring Ridge Drive, Susanville, CA 96130",(530) 252-2000,Banner_Lassen_Medical_Center.jpg,40.436673,-120.627813
Sylmar,91342,Olive View - UCLA Medical Center,"14445 Olive View Drive, Sylmar, CA 91342",(818) 364-1555,Olive_View_-_UCLA_Medical_Center.jpg,34.325708,-118.445776
Tarzana,91356,Providence Tarzana Medical Center,"18321 Clark Street, Tarzana, CA 91356",(818) 881-0800,Providence_Tarzana_Medical_Center.jpg,34.170419,-118.532163
Tehachapi,93561,Tehachapi Valley Healthcare District,"115 West East Street, Tehachapi, CA 93561",(661) 823-3000,Tehachapi_Valley_Healthcare_District.jpg,35.129849,-118.447352
Templeton,93465,Twin Cities Community Hospital,"1100 Las Tablas Road, Templeton, CA 93465",(805) 434-3500,Twin_Cities_Community_Hospital.jpg,35.555216,-120.720071
Thousand Oaks,91360,Los Robles Hospital and Medical Center,"215 West Janss Road, Thousand Oaks, CA 91360",(805) 497-2727,Los_Robles_Hospital_and_Medical_Center.jpg,34.206986,-118.883103
Thousand Oaks,91361,Thousand Oaks Surgical Hospital,"401 Rolling Oaks Drive, Thousand Oaks, CA 91361",(805) 777-7750,Thousand_Oaks_Surgical_Hospital.jpg,34.174794,-118.869457
Torrance,90502,Harbor - UCLA Medical Center,"1000 West Carson Street, Torrance, CA 90502",(310) 222-5133,Harbor_-_UCLA_Medical_Center.jpg,33.830684,-118.292191
Torrance,90503,Providence Little Company of Mary Medical Center Torrance,"4101 Torrance Boulevard, Torrance, CA 90503",(310) 540-7676,Providence_Little_Company_of_Mary_Medical_Center_Torrance.jpg,33.838732,-118.356806
Torrance,90505,Torrance Memorial Medical Center,"3330 Lomita Boulevard, Torrance, CA 90505",(310) 325-9110,Torrance_Memorial_Medical_Center.jpg,33.811037,-118.343073
Tracy,95376,Sutter Tracy Community Hospital,"1420 North Tracy Boulevard, Tracy, CA 95376",(209) 835-1500,Sutter_Tracy_Community_Hospital.jpg,37.743621,-121.434655
Truckee,96161,Tahoe Forest Hospital,"10121 Pine Avenue, Truckee, CA 96161",(530) 587-6011,Tahoe_Forest_Hospital.jpg,39.325675,-120.20092
Tulare,93274,Tulare Regional Medical Center,"869 North Cherry Street, Tulare, CA 93274",(559) 688-0821,Tulare_Regional_Medical_Center.jpg,36.221152,-119.338362
Ukiah,95482,Ukiah Valley Medical Center,"275 Hospital Drive, Ukiah, CA 95482",(707) 462-3111,Ukiah_Valley_Medical_Center.jpg,39.152926,-123.203022
Upland,91786,San Antonio Community Hospital,"999 San Bernardino Road, Upland, CA 91786",(909) 985-2811,San_Antonio_Community_Hospital.jpg,34.102002,-117.637916
Vacaville,95688,Kaiser Permanente Vacaville Medical Center,"1 Quality Drive, Vacaville, CA 95688",(707) 624-4000,Kaiser_Permanente_Vacaville_Medical_Center.jpg,38.388513,-121.938099
Vacaville,95687,Northbay Vacavalley Hospital,"1000 Nut Tree Road, Vacaville, CA 95687",(707) 624-7000,Northbay_Vacavalley_Hospital.jpg,38.355856,-121.95196
Valencia,91355,Henry Mayo Newhall Memorial Hospital,"23845 Mcbean Parkway, Valencia, CA 91355",(661) 253-8000,Henry_Mayo_Newhall_Memorial_Hospital.jpg,34.397562,-118.55326
Vallejo,94589,Kaiser Permanente Vallejo Medical Center,"975 Sereno Drive, Vallejo, CA 94589",(707) 651-1000,Kaiser_Permanente_Vallejo_Medical_Center.jpg,38.12767,-122.248443
Vallejo,94589,Sutter Solano Medical Center,"300 Hospital Drive, Vallejo, CA 94589",(707) 554-4444,Sutter_Solano_Medical_Center.jpg,38.131184,-122.237323
Van Nuys,91401,Southern California Hospital,"14433 Emelita St, Van Nuys, CA 91401",(818) 787-1511,Southern_California_Hospital.jpg,34.177062,-118.447489
Van Nuys,91405,Valley Presbyterian Hospital,"15107 Vanowen Street, Van Nuys, CA 91405",(818) 782-6600,Valley_Presbyterian_Hospital.jpg,34.194945,-118.46319
Victorville,92395,Desert Valley Hospital,"16850 Bear Valley Road, Victorville, CA 92395",(760) 241-8000,Desert_Valley_Hospital.jpg,34.471727,-117.29776
Victorville,92395,Victor Valley Global Medical Center,"15248 11th Street, Victorville, CA 92395",(760) 245-8691,Victor_Valley_Global_Medical_Center.jpg,34.528167,-117.293911
Visalia,93291,Kaweah Delta Medical Center,"400 West Mineral King Avenue, Visalia, CA 93291",(559) 624-2000,Kaweah_Delta_Medical_Center.jpg,36.328656,-119.294865
Walnut Creek,94598,John Muir Medical Center - Walnut Creek,"1601 Ygnacio Valley Road, Walnut Creek, CA 94598",(925) 939-3000,John_Muir_Medical_Center_-_Walnut_Creek.jpg,37.913168,-122.041102
Walnut Creek,94596,Kaiser Permanente Walnut Creek Medical Center,"1425 South Main Street, Walnut Creek, CA 94596",(925) 295-4000,Kaiser_Permanente_Walnut_Creek_Medical_Center.jpg,37.891579,-122.058886
Watsonville,95076,Watsonville Community Hospital,"75 Nielson Street, Watsonville, CA 95076",(831) 724-4741,Watsonville_Community_Hospital.jpg,36.927175,-121.793002
Weaverville,96093,Trinity Hospital,"60 Easter Ave, Weaverville, CA 96093",(530) 623-5541,Trinity_Hospital.jpg,40.740843,-122.941967
West Covina,91790,Citrus Valley Medical Center - Queen of the Valley,"1115 South Sunset Avenue, West Covina, CA 91790",(626) 962-4011,Citrus_Valley_Medical_Center_-_Queen_of_the_Valley.jpg,34.063247,-117.944676
West Hills,91307,West Hills Hospital & Medical Center,"7300 Medical Center Drive, West Hills, CA 91307",(818) 676-4000,West_Hills_Hospital_and_Medical_Center.jpg,34.202754,-118.628777
Whittier,90602,PIH Health Hospital - Whittier,"12401 East Washington Boulevard, Whittier, CA 90602",(562) 698-0811,PIH_Health_Hospital_-_Whittier.jpg,33.968607,-118.048401
Whittier,90605,Whittier Hospital Medical Center,"9080 Colima Road, Whittier, CA 90605",(562) 945-3561,Whittier_Hospital_Medical_Center.jpg,33.950271,-118.004023
Wildomar,92595,Southwest Healthcare System - Inland Valley Medical Center,"36485 Inland Valley Drive, Wildomar, CA 92595",(951) 677-1111,Southwest_Healthcare_System_-_Inland_Valley_Medical_Center.jpg,33.591413,-117.237487
Willows,95988,Glenn Medical Center,"1133 West Sycamore Street, Willows, CA 95988",(530) 934-1800,Glenn_Medical_Center.jpg,39.520488,-122.2079
Woodland,95695,Woodland Healthcare,"1325 Cottonwood Street, Woodland, CA 95695",(530) 662-3961,Woodland_Healthcare.jpg,38.664038,-121.79212
Woodland Hills,91367,Kaiser Permanente Woodland Hills Medical Center,"5601 De Soto Avenue, Woodland Hills, CA 91367",(818) 719-2000,Kaiser_Permanente_Woodland_Hills_Medical_Center.jpg,34.170994,-118.589738
Yreka,96097,Fairchild Medical Center,"444 Bruce Street, Yreka, CA 96097",(530) 842-4121,Fairchild_Medical_Center.jpg,41.719495,-122.645804
Yuba City,95991,Fremont Medical Center,"970 Plumas Street, Yuba City, CA 95991",(530) 751-4000 ,Fremont_Medical_Center.jpg,39.143204,-121.618072
Yuba City,95991,Sutter Surgical Hospital - North Valley,"455 Plumas Boulevard, Yuba City, CA 95991",(530) 749-5700,Sutter_Surgical_Hospital_-_North_Valley.jpg,39.131661,-121.613364